AULL	44.209	9.973	119 	 2.799552 	 2.003657 	 2.962839 	 -0.065579 	 -0.071627 	 -0.006048 	 0.273982 	 0
CANL	44.722	8.293	62 	 2.771298 	 2.130523 	 2.858230 	 1.112284 	 0.177085 	 -0.935199 	 0.342948 	 0
CARG	37.597	-0.974	56 	 2.865997 	 1.604136 	 2.944889 	 0.236741 	 -0.084809 	 -0.321550 	 0.229999 	 0
CLA4	43.803	7.497	60 	 3.206884 	 1.843053 	 2.976078 	 -1.470733 	 -0.270241 	 1.200492 	 0.408082 	 0
CNNE	43.569	6.966	43 	 3.004405 	 1.835279 	 2.346801 	 -0.517481 	 0.000141 	 0.517622 	 0.624531 	 0
CRSN	45.192	8.106	62 	 2.940286 	 2.249661 	 2.970716 	 1.656995 	 0.165235 	 -1.491760 	 0.368962 	 0
CUOR	45.388	7.648	62 	 2.635485 	 2.322639 	 2.667699 	 0.061217 	 0.075748 	 0.014531 	 0.426693 	 0
EAST	50.777	0.306	166 	 2.980335 	 1.780675 	 2.862502 	 0.131331 	 0.110588 	 -0.020743 	 0.363603 	 0
EMNS	43.722	10.947	78 	 3.005733 	 2.066339 	 2.929811 	 0.338943 	 -0.220599 	 -0.559541 	 0.380011 	 0
GROG	43.426	9.892	328 	 2.965726 	 2.271405 	 2.956513 	 -0.074990 	 0.104899 	 0.179889 	 0.386992 	 0
HOU1	-43.032	147.051	52 	 2.743464 	 1.633200 	 2.954078 	 2.094892 	 0.433333 	 -1.661559 	 0.163745 	 0
HRM1	51.454	-1.284	295 	 2.848443 	 2.055950 	 2.934689 	 -0.099147 	 0.326952 	 0.426099 	 0.318306 	 0
HRM2	51.454	-1.284	186 	 2.892250 	 1.979291 	 2.794069 	 -0.215071 	 0.443205 	 0.658276 	 0.390934 	 0
IESG	52.941	-1.192	286 	 2.983507 	 1.935731 	 2.915015 	 0.346680 	 0.296014 	 -0.050666 	 0.359382 	 0
LGES	45.818	1.231	100 	 2.996624 	 2.255329 	 2.742444 	 0.385978 	 0.097294 	 -0.288684 	 0.484234 	 0
MSEL	44.52	11.646	52 	 3.323858 	 2.236751 	 2.843375 	 1.361320 	 -0.321445 	 -1.682765 	 0.535756 	 0
NIK1	51.169	4.141	110 	 2.818916 	 1.766654 	 2.855282 	 1.194912 	 0.408582 	 -0.786331 	 0.292639 	 0
NMHT	32.666	-107.162	59 	 2.084120 	 1.920838 	 2.665238 	 0.005119 	 0.179071 	 0.173953 	 0.116115 	 0
NOVR	45.447	8.614	62 	 3.587344 	 2.282792 	 2.991441 	 0.431694 	 0.232638 	 -0.199056 	 0.557533 	 0
NSOP	44.781	-62.998	159 	 2.901609 	 1.926239 	 2.940954 	 -0.226632 	 0.222873 	 0.449506 	 0.311362 	 0
P084	40.494	-113.054	324 	 3.558074 	 2.507281 	 2.923973 	 0.307246 	 0.243634 	 -0.063612 	 0.582705 	 0
P097	39.839	-118.874	290 	 4.029718 	 3.040760 	 2.883848 	 0.335309 	 0.301800 	 -0.033509 	 0.700551 	 0
P098	39.889	-118.684	287 	 3.860893 	 3.000697 	 2.903711 	 0.421932 	 0.294735 	 -0.127197 	 0.668047 	 0
P113	40.671	-113.278	327 	 3.655144 	 2.612384 	 2.884529 	 0.408537 	 0.286364 	 -0.122173 	 0.621247 	 0
P352	43.849	-114.096	238 	 4.414719 	 3.140006 	 2.892111 	 0.234067 	 0.161583 	 -0.072484 	 0.756915 	 0
PORK	54.842	-5.12	126 	 3.292849 	 1.798564 	 2.940597 	 1.335553 	 0.396721 	 -0.938832 	 0.458478 	 0
RATT	39.49	-118.753	71 	 3.769612 	 2.885423 	 2.914518 	 0.209667 	 0.236967 	 0.027300 	 0.645459 	 0
SHAM	55.583	-1.654	123 	 2.718782 	 1.616238 	 2.519774 	 0.312513 	 0.295012 	 -0.017501 	 0.415860 	 0
SKEG	53.142	0.338	65 	 2.777974 	 1.311464 	 2.935472 	 -0.292601 	 -0.042695 	 0.249906 	 0.112549 	 0
STRI	36.645	-116.338	306 	 3.307040 	 2.405752 	 2.979193 	 -0.200766 	 0.037101 	 0.237868 	 0.493253 	 0
TBSB	51.495	0.037	112 	 2.784268 	 1.980225 	 2.841323 	 -0.380949 	 0.010438 	 0.391387 	 0.326502 	 0
THUR	58.581	-3.726	144 	 3.105149 	 1.945398 	 2.902289 	 0.472963 	 0.333533 	 -0.139429 	 0.414124 	 0
TRAC	39.532	-119.48	52 	 3.783852 	 2.834612 	 2.957374 	 0.346339 	 0.196102 	 -0.150237 	 0.634291 	 0
UCL0	51.526	-0.133	102 	 2.887094 	 2.190700 	 2.905314 	 -0.527256 	 0.069549 	 0.596804 	 0.371052 	 0
VIC1	48.453	-123.543	63 	 4.265828 	 3.717816 	 2.765818 	 -0.071334 	 -0.377994 	 -0.306660 	 0.768297 	 0
VICA	38.118	-3.083	57 	 2.663490 	 1.586605 	 2.881978 	 0.858549 	 -0.134156 	 -0.992705 	 0.154488 	 0
WILD	40.025	-118.468	68 	 3.298439 	 2.720118 	 2.535097 	 -0.064980 	 -0.039779 	 0.025202 	 0.660490 	 0
